urn|textgroup|groupname_eng|has_mads|mads_possible|notes|urn_status|created_by|edited_by
urn:cite:perseus:cattg.184.1|urn:cts:greekLit:tlg0231|Elegiaca Adespota|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.185.1|urn:cts:greekLit:tlg0232|Archilochus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.186.1|urn:cts:greekLit:tlg0233|Hipponax fl. 540-537 B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.187.1|urn:cts:greekLit:tlg0234|Elegiaca Adespota|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.188.1|urn:cts:greekLit:tlg0236||true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.189.1|urn:cts:greekLit:tlg0237|Anacreon|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.190.1|urn:cts:greekLit:tlg0238|Ananius Iambographus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.191.1|urn:cts:greekLit:tlg0239|Antimachus, of Colophon|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.192.1|urn:cts:greekLit:tlg0240|Hermolochus Lyricus ca. 4. Jh. v. Chr.|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.193.1|urn:cts:greekLit:tlg0242|Asius Samius 6. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.194.1|urn:cts:greekLit:tlg0243|Callinus of Ephesus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.195.1|urn:cts:greekLit:tlg0244|Cleobulina Lyrica 6. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.196.1|urn:cts:greekLit:tlg0245|Demodocus Lerius 6. Jh. v. Chr.|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.197.1|urn:cts:greekLit:tlg0246|Dionysius Chalcus 5. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.198.1|urn:cts:greekLit:tlg0247|Dionysius the Younger|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.199.1|urn:cts:greekLit:tlg0248|Diphilus Iambographus 5. Jh. v. Chr.|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.200.1|urn:cts:greekLit:tlg0249|Echembrotus Lyricus 6. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.201.1|urn:cts:greekLit:tlg0251|Evenus Parius 5./4. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.202.1|urn:cts:greekLit:tlg0252|Hermippus Comicus um 436/435 v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.203.1|urn:cts:greekLit:tlg0253|Homer. Margites|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.204.1|urn:cts:greekLit:tlg0254|Melanthius Epigrammaticus 5th c. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.205.1|urn:cts:greekLit:tlg0255|Mimnermus, of Colophon 7th cent. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.206.1|urn:cts:greekLit:tlg0256|Panarces 5. Jh. v. Chr.|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.207.1|urn:cts:greekLit:tlg0257|Philiscus Milesius ca. 320 B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.208.1|urn:cts:greekLit:tlg0258|Pigres Halicarnassensis 6./5. Jh. v. Chr.|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.209.1|urn:cts:greekLit:tlg0259|Scythinus, Teius, 4 Jh. v Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.210.1|urn:cts:greekLit:tlg0260|Semonides of Amorgos|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.211.1|urn:cts:greekLit:tlg0261|Simonides ca. 556-467 B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.212.1|urn:cts:greekLit:tlg0262|Socrates|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.213.1|urn:cts:greekLit:tlg0263|Solon|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.214.1|urn:cts:greekLit:tlg0264|Susarion Comicus 6./5. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.215.1|urn:cts:greekLit:tlg0265|Timocreon Ialysius 5. Jh. v. Chr.|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.216.1|urn:cts:greekLit:tlg0266|Tyrtaeus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.217.1|urn:cts:greekLit:tlg0267|Xenophanes ca. 570-ca. 478 B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.218.1|urn:cts:greekLit:tlg0268|Mesomedes, 2nd cent|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.219.1|urn:cts:greekLit:tlg0274|Secundus Tarentinus 1. Jh. n. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.220.1|urn:cts:greekLit:tlg0283|Heraclides Ponticus, the Younger|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.221.1|urn:cts:greekLit:tlg0284|Aristides, Aelius|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.222.1|urn:cts:greekLit:tlg0288|Pisander Camirensis 7./6. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.223.1|urn:cts:greekLit:tlg0289|Ammonius Epigrammaticus 5. Jh. n. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.224.1|urn:cts:greekLit:tlg0291|Alcman|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.225.1|urn:cts:greekLit:tlg0292|Stesichorus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.226.1|urn:cts:greekLit:tlg0293|Ibycus, 6th cent. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.227.1|urn:cts:greekLit:tlg0294|Corinna of Tanagra 5th cent. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.228.1|urn:cts:greekLit:tlg0295|Carmina Popularia|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.229.1|urn:cts:greekLit:tlg0296|Hybrias Cretensis 7./6. Jh. v. Chr.|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.230.1|urn:cts:greekLit:tlg0297|Lyrica Adespota|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.231.1|urn:cts:greekLit:tlg0298|Eumelus Corinthius 8./7. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.232.1|urn:cts:greekLit:tlg0299|Terpander|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.233.1|urn:cts:greekLit:tlg0301|Thespis Tragicus ca. um 534 v. Chr.|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.234.1|urn:cts:greekLit:tlg0302|Choerilus Atheniensis um 500 v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.235.1|urn:cts:greekLit:tlg0303|Phrynichus Tragicus v540-v470|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.236.1|urn:cts:greekLit:tlg0305|Aristias Tragicus 5th c. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.237.1|urn:cts:greekLit:tlg0306|Aristarchus Tegeates 5th c. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.238.1|urn:cts:greekLit:tlg0307|Neophron Sicyonius 5th c. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.239.1|urn:cts:greekLit:tlg0308|Ion of Chios|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.240.1|urn:cts:greekLit:tlg0309|Achaeus Eretriensis ca. 484 - ca. 401 B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.241.1|urn:cts:greekLit:tlg0311|Iophon Tragicus 5. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.242.1|urn:cts:greekLit:tlg0312|Philocles Tragicus 5. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.243.1|urn:cts:greekLit:tlg0313|Theognis Tragicus 5th c. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.244.1|urn:cts:greekLit:tlg0315|Sthenelus Tragicus 5. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.245.1|urn:cts:greekLit:tlg0316|Xenocles Tragicus 5. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.246.1|urn:cts:greekLit:tlg0318|Agathon Tragicus ca. 445 v. Chr.- 401 v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.247.1|urn:cts:greekLit:tlg0319|Critias, ca. 460-ca. 403 B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.248.1|urn:cts:greekLit:tlg0320|Diogenes Atheniensis 5th c. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.249.1|urn:cts:greekLit:tlg0321|Aeschylus Alexandrinus 3./1. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.250.1|urn:cts:greekLit:tlg0322|Dicaeogenes Tragicus 5./4. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.251.1|urn:cts:greekLit:tlg0323|Antiphon Tragicus 5./4. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.252.1|urn:cts:greekLit:tlg0324|Patrocles Thurius 4th c. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.253.1|urn:cts:greekLit:tlg0325|Astydamas Tragicus 4. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.254.1|urn:cts:greekLit:tlg0326|Sophocles Iunior 4th c. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.255.1|urn:cts:greekLit:tlg0327|Carcinus Tragicus um 380/376 v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.256.1|urn:cts:greekLit:tlg0328|Chaeremon 4th cent. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.257.1|urn:cts:greekLit:tlg0329|Theodectes Phaselinus 4. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.258.1|urn:cts:greekLit:tlg0330|Dionysius, I, ca. 430-367 B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.259.1|urn:cts:greekLit:tlg0331||true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.260.1|urn:cts:greekLit:tlg0332|Cleaenetus Tragicus 4. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.261.1|urn:cts:greekLit:tlg0334|Diogenes d. ca. 323 B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.262.1|urn:cts:greekLit:tlg0335|Philiscus Aegineta 4. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.263.1|urn:cts:greekLit:tlg0336|Crates, ca. 360 B.C.-ca. 280 B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.264.1|urn:cts:greekLit:tlg0337|Python Tragicus 4. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.265.1|urn:cts:greekLit:tlg0338|Sosiphanes Syracusanus 357/356-313/312 v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.266.1|urn:cts:greekLit:tlg0339|Moschion Tragicus 4th-3rd c. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.267.1|urn:cts:greekLit:tlg0340|Sositheus Tragicus 3rd c. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.268.1|urn:cts:greekLit:tlg0341|Lycophron|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.269.1|urn:cts:greekLit:tlg0342|Nicomachus Alexandrinus 3. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.270.1|urn:cts:greekLit:tlg0344|Melanthius Rhodius 2. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.271.1|urn:cts:greekLit:tlg0345|Apollonides Tragicus 3rd-2nd c. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.272.1|urn:cts:greekLit:tlg0346|Pompeius Macer 1. Jh. v. Chr./1. Jh. n. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.273.1|urn:cts:greekLit:tlg0347|Serapion Tragicus 1st c. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.274.1|urn:cts:greekLit:tlg0348|Biotus Tragicus ca. 2nd c. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.275.1|urn:cts:greekLit:tlg0349|Demonax Tragicus 5th c. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.276.1|urn:cts:greekLit:tlg0351|Hippothoon Tragicus Person der Antike|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.277.1|urn:cts:greekLit:tlg0352|Isidorus Tragicus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.278.1|urn:cts:greekLit:tlg0354|Zenodotus Tragicus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.279.1|urn:cts:greekLit:tlg0355|Zopyrus Tragicus 4th-3rd c. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.280.1|urn:cts:greekLit:tlg0357|Didymus Alexandrinus 1. Jh. v. Chr./1.Jh. n. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.281.1|urn:cts:greekLit:tlg0358|Nicomachus, of Gerasa|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.282.1|urn:cts:greekLit:tlg0361|Cleonides 2nd cent|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.283.1|urn:cts:greekLit:tlg0362|Carmina Delphis Inventa|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.284.1|urn:cts:greekLit:tlg0363|Ptolemy 2nd cent|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.285.1|urn:cts:greekLit:tlg0364|Danaïs vel Danaïdes|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.286.1|urn:cts:greekLit:tlg0365|Apollodorus Lyricus ca. 6. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.287.1|urn:cts:greekLit:tlg0366|Lasus b. 548 B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.288.1|urn:cts:greekLit:tlg0367|Tynnichus Chalcidensis 6./4. Jh. v. Chr.|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.289.1|urn:cts:greekLit:tlg0368|Cydias Lyricus 6./5. Jh. v. Chr.|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.290.1|urn:cts:greekLit:tlg0369|Telesilla Argiva 5th c. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.291.1|urn:cts:greekLit:tlg0370|Lamprocles Atheniensis 5. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.292.1|urn:cts:greekLit:tlg0371|Diagoras, of Melos|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.293.1|urn:cts:greekLit:tlg0372|Praxilla Sicyonia 5. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.294.1|urn:cts:greekLit:tlg0373|Melanippides Melius 5. Jh. v. Chr.|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.295.1|urn:cts:greekLit:tlg0374|Licymnius Chius um 400 v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.296.1|urn:cts:greekLit:tlg0375|Cinesias Atheniensis 5th-4th c. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.297.1|urn:cts:greekLit:tlg0376|Timotheus of Miletus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.298.1|urn:cts:greekLit:tlg0377|Telestes Selinuntius 5./4. Jh. v. Chr.|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.299.1|urn:cts:greekLit:tlg0378|Ariphron Sicyonius um 405/398 v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.300.1|urn:cts:greekLit:tlg0379|Philoxenus Cytherius 435/434 - 380/379 v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.301.1|urn:cts:greekLit:tlg0380|Philoxenus Leucadius 5th-4th c. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.302.1|urn:cts:greekLit:tlg0381|Lycophronides Lyricus 4th c. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.303.1|urn:cts:greekLit:tlg0382|Castorion Solensis 4./3. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.304.1|urn:cts:greekLit:tlg0383|Alcaeus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.305.1|urn:cts:greekLit:tlg0385|Cassius Dio Cocceianus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.306.1|urn:cts:greekLit:tlg0386|Chilonis Epistula|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.307.1|urn:cts:greekLit:tlg0392|Acusilaus, of Argos|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.308.1|urn:cts:greekLit:tlg0395|Diophantus Comicus Person der Antike|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.309.1|urn:cts:greekLit:tlg0396|Euphanes Comicus 4./2. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.310.1|urn:cts:greekLit:tlg0397|Pronomus, Thebanus, 5. Jh. v. Chr.|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.311.1|urn:cts:greekLit:tlg0398|Simylus Comicus 3./2. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.312.1|urn:cts:greekLit:tlg0399|Eudoxus Comicus 4th/3rd B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.313.1|urn:cts:greekLit:tlg0400|Alcaeus Comicus 5./4. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.314.1|urn:cts:greekLit:tlg0401|Alexander Comicus 1st c. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.315.1|urn:cts:greekLit:tlg0402|Alexis ca. 372-270 B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.316.1|urn:cts:greekLit:tlg0403|Amipsias, Comicus, 5./4. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.317.1|urn:cts:greekLit:tlg0404|Amphis Comicus 4. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.318.1|urn:cts:greekLit:tlg0405|Anaxandrides Comicus 4. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.319.1|urn:cts:greekLit:tlg0406|Anaxilas Comicus 4. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.320.1|urn:cts:greekLit:tlg0407|Anaxippus Comicus um 307/285 v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.321.1|urn:cts:greekLit:tlg0408|Comica Adespota (CAF)|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.322.1|urn:cts:greekLit:tlg0409|Antidotus Comicus 4. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.323.1|urn:cts:greekLit:tlg0410|Antiphanes|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.324.1|urn:cts:greekLit:tlg0411|Apollodorus Carystius 4th/3rd c. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.325.1|urn:cts:greekLit:tlg0412||false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.326.1|urn:cts:greekLit:tlg0413|Apollodorus Gelous 4th/3rd c. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.327.1|urn:cts:greekLit:tlg0414|Apollophanes Comicus 5./4. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.328.1|urn:cts:greekLit:tlg0415|Ararus Comicus um 376/373 v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.329.1|urn:cts:greekLit:tlg0416|Archedicus Comicus 4th-3rd c. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.330.1|urn:cts:greekLit:tlg0417|Archippus Comicus um 415/412 v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.331.1|urn:cts:greekLit:tlg0418|Aristagoras Comicus 5. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.332.1|urn:cts:greekLit:tlg0419|Aristomenes Comicus 5./4. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.333.1|urn:cts:greekLit:tlg0420|Aristonymus Comicus 5./4. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.334.1|urn:cts:greekLit:tlg0421|Aristophon 4th cent. B.C|true|true||published|feed_aggregator|feed_aggregator
