urn|work|title_eng|notes|urn_status|created_by|edited_by
urn:cite:perseus:catwk.204.1|urn:cts:greekLit:tlg0010.tlg022|Ad Dionysium||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.205.1|urn:cts:greekLit:tlg0010.tlg003|Against Lochites||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.206.1|urn:cts:greekLit:tlg0010.tlg001|Against Euthynus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.207.1|urn:cts:greekLit:tlg0010.tlg026|Ad Timotheum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.208.1|urn:cts:greekLit:tlg0010.tlg030|Ad Philippum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.209.1|urn:cts:greekLit:tlg0010.tlg004|On the team of horses||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.210.1|urn:cts:greekLit:tlg0010.tlg025|Ad reges Mytilenaeos||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.211.1|urn:cts:greekLit:tlg0010.tlg029|Ad Antipatrum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.212.1|urn:cts:greekLit:tlg0010.tlg024|Ad Archidamum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.213.1|urn:cts:greekLit:tlg0010.tlg023|Ad filios Jasonis||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.214.1|urn:cts:greekLit:tlg0010.tlg010|Busiris||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.215.1|urn:cts:greekLit:tlg0010.tlg011|Panegyricus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.216.1|urn:cts:greekLit:tlg0010.tlg027|Ad Philippum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.217.1|urn:cts:greekLit:tlg0010.tlg020|To Philip||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.218.1|urn:cts:greekLit:tlg0010.tlg014|Nicocles or the Cyprians||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.219.1|urn:cts:greekLit:tlg0010.tlg012|Plataicus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.220.1|urn:cts:greekLit:tlg0010.tlg017|On the Peace||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.221.1|urn:cts:greekLit:tlg0011.tlg003|Ajax||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.222.1|urn:cts:greekLit:tlg0011.tlg005|Electra||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.223.1|urn:cts:greekLit:tlg0011.tlg008|Ichneutae||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.224.1|urn:cts:greekLit:tlg0011.tlg009|Fragmenta (Elegiaca)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.225.1|urn:cts:greekLit:tlg0011.tlg004|Oedipus Tyrannus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.226.1|urn:cts:greekLit:tlg0011.tlg006|Philoctetes||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.227.1|urn:cts:greekLit:tlg0011.tlg001|Trachiniae||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.228.1|urn:cts:greekLit:tlg0011.tlg002|Antigone||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.229.1|urn:cts:greekLit:tlg0011.tlg007|Oedipus at Colonus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.230.1|urn:cts:greekLit:tlg0012.tlg001|Iliad||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.231.1|urn:cts:greekLit:tlg0012.tlg002|Odyssey||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.232.1|urn:cts:greekLit:tlg0012.tlg003|Epigrammata||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.233.1|urn:cts:greekLit:tlg0013.tlg005|Hymn 5 to Aphrodite||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.234.1|urn:cts:greekLit:tlg0013.tlg011|Hymn 11 to Athena||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.235.1|urn:cts:greekLit:tlg0013.tlg031|Hymn 31 to Helios||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.236.1|urn:cts:greekLit:tlg0013.tlg008|Hymn 8 to Ares||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.237.1|urn:cts:greekLit:tlg0013.tlg013|Hymn 13 to Demeter||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.238.1|urn:cts:greekLit:tlg0013.tlg019|Hymn 19 to Pan||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.239.1|urn:cts:greekLit:tlg0013.tlg004|Hymn 4 to Hermes||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.240.1|urn:cts:greekLit:tlg0013.tlg002|Hymn 2 to Demeter||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.241.1|urn:cts:greekLit:tlg0013.tlg006|Hymn 6 to Aphrodite||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.242.1|urn:cts:greekLit:tlg0013.tlg033|Hymn 33 to the Dioscuri||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.243.1|urn:cts:greekLit:tlg0013.tlg026|Hymn 26 to Dionysus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.244.1|urn:cts:greekLit:tlg0013.tlg024|Hymn 24 to Hestia||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.245.1|urn:cts:greekLit:tlg0013.tlg022|Hymn 22 to Poseidon||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.246.1|urn:cts:greekLit:tlg0013.tlg015|Hymn 15 to Heracles||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.247.1|urn:cts:greekLit:tlg0013.tlg007|Hymn 7 to Dionysus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.248.1|urn:cts:greekLit:tlg0013.tlg017|Hymn 17 to the Dioscuri||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.249.1|urn:cts:greekLit:tlg0013.tlg032|Hymn 32 to Selene||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.250.1|urn:cts:greekLit:tlg0013.tlg014|Hymn 14 to the Mother of the Gods||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.251.1|urn:cts:greekLit:tlg0013.tlg021|Hymn 21 to Apollo||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.252.1|urn:cts:greekLit:tlg0013.tlg016|Hymn 16 to Asclepius||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.253.1|urn:cts:greekLit:tlg0013.tlg001|Hymn 1 to Dionysus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.254.1|urn:cts:greekLit:tlg0013.tlg027|Hymn 27 to Artemis||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.255.1|urn:cts:greekLit:tlg0013.tlg012|Hymn 12 to Hera||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.256.1|urn:cts:greekLit:tlg0013.tlg003|Hymn 3 to Apollo||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.257.1|urn:cts:greekLit:tlg0013.tlg010|Hymn 10 to Aphrodite||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.258.1|urn:cts:greekLit:tlg0013.tlg028|Hymn 28 to Athena||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.259.1|urn:cts:greekLit:tlg0013.tlg029|Hymn 29 to Hestia||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.260.1|urn:cts:greekLit:tlg0013.tlg018|Hymn 18 to Hermes||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.261.1|urn:cts:greekLit:tlg0013.tlg030|Hymn 30 to Earth||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.262.1|urn:cts:greekLit:tlg0013.tlg020|Hymn 20 to Hephaestus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.263.1|urn:cts:greekLit:tlg0013.tlg025|Hymn 25 to the Muses and Apollo||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.264.1|urn:cts:greekLit:tlg0013.tlg009|Hymn 9 to Artemis||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.265.1|urn:cts:greekLit:tlg0013.tlg023|Hymn 23 to Zeus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.266.1|urn:cts:greekLit:tlg0014.tlg033|Against Apatourius||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.267.1|urn:cts:greekLit:tlg0014.tlg062|Exordia||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.268.1|urn:cts:greekLit:tlg0014.tlg014|On the Navy||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.269.1|urn:cts:greekLit:tlg0014.tlg020|Against Leptines||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.270.1|urn:cts:greekLit:tlg0014.tlg039|Against Boeotus 1||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.271.1|urn:cts:greekLit:tlg0014.tlg053|Against Nicostratus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.272.1|urn:cts:greekLit:tlg0014.tlg029|Against Aphobus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.273.1|urn:cts:greekLit:tlg0014.tlg016|For the Megalopolitans||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.274.1|urn:cts:greekLit:tlg0014.tlg013|On Organization||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.275.1|urn:cts:greekLit:tlg0014.tlg026|Against Aristogiton 2||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.276.1|urn:cts:greekLit:tlg0014.tlg048|Against Olympiodorus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.277.1|urn:cts:greekLit:tlg0014.tlg001|Olynthiac 1||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.278.1|urn:cts:greekLit:tlg0014.tlg009|Philippic 3||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.279.1|urn:cts:greekLit:tlg0014.tlg031|Against Onetor||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.280.1|urn:cts:greekLit:tlg0014.tlg034|Against Phormio||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.281.1|urn:cts:greekLit:tlg0014.tlg012|Philip||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.282.1|urn:cts:greekLit:tlg0014.tlg057|Against Eubulides||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.283.1|urn:cts:greekLit:tlg0014.tlg004|Philippic 1||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.284.1|urn:cts:greekLit:tlg0014.tlg059|Against Neaera||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.285.1|urn:cts:greekLit:tlg0014.tlg011|Reply to Philip||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.286.1|urn:cts:greekLit:tlg0014.tlg018|On the Crown||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.287.1|urn:cts:greekLit:tlg0014.tlg007|On the Halonnesus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.288.1|urn:cts:greekLit:tlg0014.tlg063|Letters||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.289.1|urn:cts:greekLit:tlg0014.tlg019|On the False Embassy||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.290.1|urn:cts:greekLit:tlg0014.tlg060|Funeral Speech||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.291.1|urn:cts:greekLit:tlg0014.tlg015|On the Liberty of the Rhodians||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.292.1|urn:cts:greekLit:tlg0014.tlg055|Against Callicles||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.293.1|urn:cts:greekLit:tlg0014.tlg028|Against Aphobus 2||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.294.1|urn:cts:greekLit:tlg0014.tlg040|Against Boeotus 2||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.295.1|urn:cts:greekLit:tlg0014.tlg003|Olynthiac 3||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.296.1|urn:cts:greekLit:tlg0014.tlg054|Against Conon||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.297.1|urn:cts:greekLit:tlg0014.tlg049|Against Timotheus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.298.1|urn:cts:greekLit:tlg0014.tlg024|Against Timocrates||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.299.1|urn:cts:greekLit:tlg0014.tlg043|Against Macartatus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.300.1|urn:cts:greekLit:tlg0014.tlg058|Against Theocrines||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.301.1|urn:cts:greekLit:tlg0014.tlg002|Olynthiac 2||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.302.1|urn:cts:greekLit:tlg0014.tlg032|Against Zenothemis||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.303.1|urn:cts:greekLit:tlg0014.tlg044|Against Leochares||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.304.1|urn:cts:greekLit:tlg0014.tlg006|Philippic 2||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.305.1|urn:cts:greekLit:tlg0014.tlg042|Against Phaenippus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.306.1|urn:cts:greekLit:tlg0014.tlg021|Against Midias||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.307.1|urn:cts:greekLit:tlg0014.tlg023|Against Aristocrates||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.308.1|urn:cts:greekLit:tlg0014.tlg005|On the Peace||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.309.1|urn:cts:greekLit:tlg0014.tlg038|Against Nausimachus and Xenopeithes||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.310.1|urn:cts:greekLit:tlg0014.tlg047|Against Evergus and Mnesibulus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.311.1|urn:cts:greekLit:tlg0014.tlg027|Against Aphobus 1||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.312.1|urn:cts:greekLit:tlg0014.tlg045|Against Stephanus 1||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.313.1|urn:cts:greekLit:tlg0014.tlg022|Against Androtion||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.314.1|urn:cts:greekLit:tlg0014.tlg046|Against Stephanus 2||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.315.1|urn:cts:greekLit:tlg0014.tlg036|For Phormio||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.316.1|urn:cts:greekLit:tlg0014.tlg010|Philippic 4||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.317.1|urn:cts:greekLit:tlg0014.tlg041|Against Spudias||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.318.1|urn:cts:greekLit:tlg0014.tlg037|Against Pantaenetus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.319.1|urn:cts:greekLit:tlg0014.tlg061|Erotic Essay||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.320.1|urn:cts:greekLit:tlg0014.tlg056|Against Dionysodorus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.321.1|urn:cts:greekLit:tlg0014.tlg050|Against Polycles||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.322.1|urn:cts:greekLit:tlg0014.tlg051|On the Trierarchic Crown||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.323.1|urn:cts:greekLit:tlg0014.tlg035|Against Lacritus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.324.1|urn:cts:greekLit:tlg0014.tlg017|On the Accession of Alexander||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.325.1|urn:cts:greekLit:tlg0014.tlg052|Against Callippus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.326.1|urn:cts:greekLit:tlg0014.tlg025|Against Aristogiton 1||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.327.1|urn:cts:greekLit:tlg0014.tlg030|Against Onetor||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.328.1|urn:cts:greekLit:tlg0014.tlg008|On the Chersonese||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.329.1|urn:cts:greekLit:tlg0016.tlg001|Histories||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.330.1|urn:cts:greekLit:tlg0017.tlg004|Nicostratus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.331.1|urn:cts:greekLit:tlg0017.tlg001|Cleonymus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.332.1|urn:cts:greekLit:tlg0017.tlg007|Apollodorus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.333.1|urn:cts:greekLit:tlg0017.tlg012|Euphiletus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.334.1|urn:cts:greekLit:tlg0017.tlg002|Menecles||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.335.1|urn:cts:greekLit:tlg0017.tlg011|Hagnias||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.336.1|urn:cts:greekLit:tlg0017.tlg006|Philoctemon||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.337.1|urn:cts:greekLit:tlg0017.tlg005|Dicaeogenes||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.338.1|urn:cts:greekLit:tlg0017.tlg009|Astyphilus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.339.1|urn:cts:greekLit:tlg0017.tlg008|Ciron||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.340.1|urn:cts:greekLit:tlg0017.tlg010|Aristarchus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.341.1|urn:cts:greekLit:tlg0017.tlg003|Pyrrhus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.342.1|urn:cts:greekLit:tlg0019.tlg006|Birds||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.343.1|urn:cts:greekLit:tlg0019.tlg004|Wasps||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.344.1|urn:cts:greekLit:tlg0019.tlg010|Ecclesiazusae||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.345.1|urn:cts:greekLit:tlg0019.tlg015|Fragmentum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.346.1|urn:cts:greekLit:tlg0019.tlg013|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.347.1|urn:cts:greekLit:tlg0019.tlg011|Plutus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.348.1|urn:cts:greekLit:tlg0019.tlg001|Acharnians||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.349.1|urn:cts:greekLit:tlg0019.tlg009|Frogs||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.350.1|urn:cts:greekLit:tlg0019.tlg005|Peace||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.351.1|urn:cts:greekLit:tlg0019.tlg007|Lysistrata||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.352.1|urn:cts:greekLit:tlg0019.tlg008|Thesmophoriazusae||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.353.1|urn:cts:greekLit:tlg0019.tlg003|Clouds||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.354.1|urn:cts:greekLit:tlg0019.tlg017|Fragmentum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.355.1|urn:cts:greekLit:tlg0019.tlg002|Knights||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.356.1|urn:cts:greekLit:tlg0020.tlg006|Fragmenta Astronomica||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.357.1|urn:cts:greekLit:tlg0020.tlg002|Works and Days||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.358.1|urn:cts:greekLit:tlg0020.tlg001|Theogony||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.359.1|urn:cts:greekLit:tlg0020.tlg004|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.360.1|urn:cts:greekLit:tlg0020.tlg005|Testimonia||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.361.1|urn:cts:greekLit:tlg0020.tlg003|Shield of Heracles||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.362.1|urn:cts:greekLit:tlg0022.tlg002|Theriaca||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.363.1|urn:cts:greekLit:tlg0022.tlg001|Alexipharmaca||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.364.1|urn:cts:greekLit:tlg0022.tlg006|Epigrammata||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.365.1|urn:cts:greekLit:tlg0022.tlg003|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.366.1|urn:cts:greekLit:tlg0022.tlg005|Fragmenta (Lyrica)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.367.1|urn:cts:greekLit:tlg0023.tlg001|Halieutica||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.368.1|urn:cts:greekLit:tlg0024.tlg001|Cynegetica||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.369.1|urn:cts:greekLit:tlg0026.tlg003|Against Ctesiphon||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.370.1|urn:cts:greekLit:tlg0026.tlg001|Against Timarchus||published|feed_aggregator|feed_aggregator
